Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
LPS / Unstim,P14618_K151_M1_17,P14618,GlyGly (K),-7.792355123954746,7.792355123954746,0.03556095748934098,0.5087073283791396,6,P14618,PKM,Pyruvate kinase PKM,KPYM_HUMAN,78,22068.31220603233,221.68312206032329,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.24059290513779488,-7.55176221881695,Robust
P3C4 / Unstim,P68371_K324_M1_23,P68371,Myristoyl,1.299379266075087,1.299379266075087,0.03551486897600444,0.5087073283791396,6,P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,45,-59.36990243788933,0.4063009756211066,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.4693739324646868,0.8300053336104001,Robust
P3C4 / Unstim,P68371_S322_M1_19,P68371,HexNAc (ST),1.299379266075087,1.299379266075087,0.0355148828405176,0.5087073283791396,6,P68371,TUBB4B,Tubulin beta-4B chain,TBB4B_HUMAN,45,-59.36990243788933,0.4063009756211066,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.4693739324646868,0.8300053336104001,Robust
P3C4+Nigericin / P3C4,Q15459_K131_M1_22,Q15459,Methyl (KR),-1.2753503809956157,1.2753503809956157,0.03548665094755701,0.5087073283791396,6,Q15459,SF3A1,Splicing factor 3A subunit 1,SF3A1_HUMAN,53,142.05759816933835,2.4205759816933834,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.6884720858668073,-0.5868782951288084,Robust
P3C4 / Unstim,P09382_R49_M2_13,P09382,Dimethyl (KR),1.4624983899900523,1.4624983899900523,0.0356286074750039,0.5087827366780298,6,P09382,LGALS1,Galectin-1,LEG1_HUMAN,23,-63.71358058783883,0.3628641941216117,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.08987175101210934,1.372626638977943,Robust
P3C4+Nigericin / Unstim,P14618_K151_M1_17,P14618,GlyGly (K),-7.234000107232286,7.234000107232286,0.03569930289554499,0.5089407776011148,6,P14618,PKM,Pyruvate kinase PKM,KPYM_HUMAN,78,14953.969122652064,150.53969122652063,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.9984452078026814,-6.235554899429605,Robust
P3C4 / Unstim,P17980_K327_M1_10,P17980,Crotonyl,1.096849270492587,1.096849270492587,0.03574472983158215,0.5090165766650503,6,P17980,PSMC3,26S proteasome regulatory subunit 6A,PRS6A_HUMAN,49,-53.24635565281519,0.46753644347184814,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.24014583712386364,0.8567034333687233,Robust
P3C4+Nigericin / Unstim,P22061_R98_M1_13,P22061,Dimethyl (KR),-1.9938616154100337,1.9938616154100337,0.03578036389700969,0.509064477313457,6,P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PIMT_HUMAN,19,298.3016939530516,3.983016939530516,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8806908370679853,-1.1131707783420484,Robust
P3C4+Nigericin / Unstim,P22061_C95_M1_24,P22061,Nitrosyl,-1.9938616154100337,1.9938616154100337,0.03578036389700969,0.509064477313457,6,P22061,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PIMT_HUMAN,19,298.3016939530516,3.983016939530516,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8806908370679853,-1.1131707783420484,Robust
LPS / Unstim,Q96TA1_Y593_M1_31,Q96TA1,Sulfo (STY),-1.0672952885464395,1.0672952885464395,0.03578113482578913,0.509064477313457,4,Q96TA1,NIBAN2,Protein Niban 2,NIBA2_HUMAN,47,109.55011141732226,2.0955011141732225,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.29994723901801956,-0.76734804952842,Robust
LPS+Nigericin / Unstim,O15127_R312_M1_22,O15127,Methyl (KR),0.6518383123684671,0.6518383123684671,0.03582374253696405,0.5091187446848937,6,O15127,SCAMP2,Secretory carrier-associated membrane protein 2,SCAM2_HUMAN,7,-36.35312051843555,0.6364687948156444,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.17403585108781983,0.825874163456287,Robust
P3C4+Nigericin / Unstim,O60506_K282_M1_23,O60506,Myristoyl,-2.2442061374134843,2.2442061374134843,0.03583917150847632,0.5091187446848937,6,O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,HNRPQ_HUMAN,64,373.776334758096,4.73776334758096,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.0032115510487336,-1.2409945863647507,Robust
P3C4+Nigericin / P3C4,P40939_K634_M1_10,P40939,Crotonyl,1.0695754609872163,1.0695754609872163,0.03584235523249304,0.5091187446848937,4,P40939,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_HUMAN,89,-52.35408149042928,0.4764591850957071,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,0.04520746386367675,1.0243679971235395,Robust
LPS+Nigericin / Unstim,Q6IQ22_K127_M1_17,Q6IQ22,GlyGly (K),1.5727141721733289,1.5727141721733289,0.03581827901551757,0.5091187446848937,6,Q6IQ22,RAB12,Ras-related protein Rab-12,RAB12_HUMAN,12,-66.382465474689,0.33617534525310994,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.25768378349903476,1.8303979556723635,Robust
LPS+Nigericin / Unstim,P43307_K240_M2_13,P43307,Dimethyl (KR),0.937612077688532,0.937612077688532,0.0358458387345731,0.5091187446848937,4,P43307,SSR1,Translocon-associated protein subunit alpha,SSRA_HUMAN,8,-47.790367011156754,0.5220963298884325,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.0968270100374356,0.8407850676510964,Robust
P3C4+Nigericin / Unstim,P19338_S542_M1_31,P19338,Sulfo (STY),-2.362729358340664,2.362729358340664,0.03590743887327158,0.5091393812880659,6,P19338,NCL,Nucleolin,NUCL_HUMAN,83,414.3424964963237,5.143424964963237,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1705347511338131,-1.192194607206851,Robust
P3C4+Nigericin / Unstim,O14734_T301_M1_28,O14734,Phospho (STY),-1.3418951470186695,1.3418951470186695,0.03602422099087699,0.5091844263669609,6,O14734,ACOT8,Acyl-coenzyme A thioesterase 8,ACOT8_HUMAN,17,153.48408088235894,2.5348408088235894,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.54345899502657,-0.7984361519920995,Robust
LPS+Nigericin / Unstim,P20273_T291_M1_19,P20273,HexNAc (ST),-1.847447707809204,1.847447707809204,0.03605034452034404,0.5091844263669609,4,P20273,CD22,B-cell receptor CD22,CD22_HUMAN,25,259.8629828788043,3.598629828788043,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.44099507388730474,-1.4064526339218992,Robust
LPS+Nigericin / LPS,P35637_S360_M1_31,P35637,Sulfo (STY),-1.6724772565775954,1.6724772565775954,0.03605499104759756,0.5091844263669609,6,P35637,FUS,RNA-binding protein FUS,FUS_HUMAN,24,218.76147025390705,3.1876147025390704,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.7176167263592848,-0.9548605302183106,Robust
LPS+Nigericin / LPS,Q13423_T930_M2_31,Q13423,Sulfo (STY),1.6385773396084826,1.6385773396084826,0.03612489640988959,0.5091844263669609,6,Q13423,NNT,"NAD(P) transhydrogenase, mitochondrial",NNTM_HUMAN,77,-67.88269688013958,0.32117303119860424,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.7242669457161675,0.9143103938923152,Robust
P3C4+Nigericin / P3C4,Q6NXR4_K97_M1_32,Q6NXR4,Trimethyl (K),-1.5716141127991552,1.5716141127991552,0.03610459902431903,0.5091844263669609,6,Q6NXR4,TTI2,TELO2-interacting protein 2,TTI2_HUMAN,11,197.23708228085144,2.9723708228085144,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.4086985984454669,-1.1629155143536882,Robust
LPS+Nigericin / LPS,Q99541_C325_M1_24,Q99541,Nitrosyl,2.451069481703738,2.451069481703738,0.03597086225235541,0.5091844263669609,6,Q99541,PLIN2,Perilipin-2,PLIN2_HUMAN,40,-81.71249050801008,0.18287509491989912,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.0749490271075292,2.376120454596209,Robust
P3C4 / Unstim,Q9H444_Y75_M3_28,Q9H444,Phospho (STY),1.0501072746148843,1.0501072746148843,0.03611415016126863,0.5091844263669609,4,Q9H444,CHMP4B,Charged multivesicular body protein 4b,CHM4B_HUMAN,20,-51.7067746313032,0.482932253686968,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.26394824019212815,0.7861590344227561,Robust
LPS+Nigericin / LPS,Q15084_K108_M2_10,Q15084,Crotonyl,0.7288937120212243,0.7288937120212243,0.03613698953133926,0.5091902449644089,4,Q15084,PDIA6,Protein disulfide-isomerase A6,PDIA6_HUMAN,42,-39.66335898350951,0.6033664101649049,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.14571262694625534,0.583181085074969,Robust
LPS+Nigericin / LPS,P55084_K268_M1_23,P55084,Myristoyl,1.3066099708488286,1.3066099708488286,0.03617549275468489,0.5092824239807052,6,P55084,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",ECHB_HUMAN,49,-59.57302870202103,0.40426971297978975,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.623041236353274,0.6835687344955546,Robust
LPS+Nigericin / LPS,Q9HBM6_T231_M1_19,Q9HBM6,HexNAc (ST),1.1025720664272791,1.1025720664272791,0.03625550359980759,0.5094114554350337,4,Q9HBM6,TAF9B,Transcription initiation factor TFIID subunit 9B,TAF9B_HUMAN,17,-53.431447848778255,0.4656855215122174,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.23654009279699503,1.339112159224274,Robust
LPS+Nigericin / Unstim,P60602_K20_M1_10,P60602,Crotonyl,2.1685842002231226,2.1685842002231226,0.03632849613110843,0.509525724594316,6,P60602,ROMO1,Reactive oxygen species modulator 1,ROMO1_HUMAN,5,-77.75711545366015,0.2224288454633984,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.01538613669028185,2.1839703369134043,Robust
LPS+Nigericin / Unstim,P05386_K92_M1_32,P05386,Trimethyl (K),3.2443928437664105,3.2443928437664105,0.03635780751139242,0.5095859675312854,6,P05386,RPLP1,Large ribosomal subunit protein P1,RLA1_HUMAN,5,-89.44786263013584,0.10552137369864152,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.19064527065231693,3.0537475731140935,Robust
P3C4+Nigericin / P3C4,P13489_R53_M2_13,P13489,Dimethyl (KR),-1.8081960364873249,1.8081960364873249,0.03642757694687583,0.5097281529484088,4,P13489,RNH1,Ribonuclease inhibitor,RINI_HUMAN,45,250.20411512884215,3.5020411512884215,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.132945776610467,-0.6752502598768579,Robust
P3C4+Nigericin / P3C4,Q9UEE9_K108_M2_10,Q9UEE9,Crotonyl,-3.4001994498837953,3.4001994498837953,0.03640104724123871,0.5097281529484088,5,Q9UEE9,CFDP1,Craniofacial development protein 1,CFDP1_HUMAN,10,955.7522743017053,10.557522743017053,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.507743456150619,-1.8924559937331762,Robust
P3C4+Nigericin / P3C4,P04075_S176_M1_31,P04075,Sulfo (STY),-1.5604653340009285,1.5604653340009285,0.03646259547725801,0.5097861849556179,6,P04075,ALDOA,Fructose-bisphosphate aldolase A,ALDOA_HUMAN,60,194.94896241588563,2.9494896241588564,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8986536171338553,-0.6618117168670732,Robust
LPS+Nigericin / LPS,P07237_K285_M1_22,P07237,Methyl (KR),-1.0575536914976311,1.0575536914976311,0.036538775676414,0.5100669747992864,6,P07237,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,110,108.13991993495216,2.0813991993495216,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.02977466103527869,-1.0873283525329098,Robust
P3C4 / Unstim,P11142_T462_M1_31,P11142,Sulfo (STY),8.74663206271805,8.74663206271805,0.03658992391856747,0.5100669747992864,6,P11142,HSPA8,Heat shock cognate 71 kDa protein,HSP7C_HUMAN,61,-99.76719013013124,0.00232809869868746,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.01006747259511565,8.736564590122933,Robust
P3C4+Nigericin / P3C4,P13501_S58_M1_31,P13501,Sulfo (STY),-2.0008504449116686,2.0008504449116686,0.03672955867974617,0.5100669747992864,6,P13501,CCL5,C-C motif chemokine 5,CCL5_HUMAN,6,300.23586290891353,4.0023586290891355,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1794993652001406,-0.821351079711528,Robust
LPS+Nigericin / Unstim,Q9UHD2_K567_M1_22,Q9UHD2,Methyl (KR),0.8164300379706432,0.8164300379706432,0.03657546060523554,0.5100669747992864,6,Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,TBK1_HUMAN,21,-43.21546559530303,0.5678453440469697,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.22558050322177645,1.0420105411924196,Robust
P3C4+Nigericin / Unstim,P38117_C66_M2_24,P38117,Nitrosyl,-2.4754644707901523,2.4754644707901523,0.03657660821813193,0.5100669747992864,5,P38117,ETFB,Electron transfer flavoprotein subunit beta,ETFB_HUMAN,27,456.1463085413569,5.561463085413569,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8382793704555954,-1.6371851003345568,Robust
P3C4+Nigericin / Unstim,O15143_S355_M1_31,O15143,Sulfo (STY),-1.657875409049158,1.657875409049158,0.036835280849783,0.5102357092199559,6,O15143,ARPC1B,Actin-related protein 2/3 complex subunit 1B,ARC1B_HUMAN,34,215.55148418027215,3.1555148418027215,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.7514853680173685,-0.9063900410317896,Robust
P3C4+Nigericin / Unstim,O14497_S363_M1_28,O14497,Phospho (STY),-2.1981609626186747,2.1981609626186747,0.03689151279012942,0.5104310977733725,6,O14497,ARID1A,AT-rich interactive domain-containing protein 1A,ARI1A_HUMAN,65,358.8940059990302,4.588940059990302,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4929572030809644,-0.7052037595377103,Robust
P3C4+Nigericin / Unstim,P55010_C59_M1_24,P55010,Nitrosyl,-3.105980530944383,3.105980530944383,0.03698937862012282,0.5106232439479245,6,P55010,EIF5,Eukaryotic translation initiation factor 5,IF5_HUMAN,36,760.9804808850596,8.609804808850596,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1095537520064045,-1.9964267789379784,Robust
LPS+Nigericin / LPS,P60953_K107_M1_0,P60953,Acetyl (K),-0.6989819512457507,0.6989819512457507,0.03702362517066175,0.5106814633073814,6,P60953,CDC42,Cell division control protein 42 homolog,CDC42_HUMAN,21,62.33588528889265,1.6233588528889265,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.1759838664249498,-0.8749658176707005,Robust
LPS / Unstim,P62917_T111_M1_19,P62917,HexNAc (ST),-3.802457796505437,3.802457796505437,0.03701826850202034,0.5106814633073814,6,P62917,RPL8,Large ribosomal subunit protein uL2,RL8_HUMAN,29,1295.2558561074172,13.952558561074172,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.5916733480929796,-3.2107844484124577,Robust
LPS+Nigericin / LPS,P06748_T95_M2_31,P06748,Sulfo (STY),0.9858440957456364,0.9858440957456364,0.03708956386243615,0.5107353034526824,4,P06748,NPM1,Nucleophosmin,NPM_HUMAN,40,-49.50697890714086,0.5049302109285914,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.3294961482546012,1.3153402440002375,Robust
P3C4 / Unstim,Q09666_C567_M2_23,Q09666,Myristoyl,7.476450237488562,7.476450237488562,0.03714577199316812,0.510826319737183,5,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,-99.43848130843207,0.00561518691567909,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.05119116703837124,7.527641404526933,Robust
P3C4 / Unstim,P30101_T319_M2_31,P30101,Sulfo (STY),1.590059911666492,1.590059911666492,0.03719843682436484,0.5108933993761872,5,P30101,PDIA3,Protein disulfide-isomerase A3,PDIA3_HUMAN,92,-66.78423404736084,0.33215765952639165,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1368917112660636,1.4531682004004285,Robust
P3C4+Nigericin / Unstim,Q15154_S65_M1_28,Q15154,Phospho (STY),-1.791842393161199,1.791842393161199,0.03724282401730142,0.510993291316827,6,Q15154,PCM1,Pericentriolar material 1 protein,PCM1_HUMAN,105,246.25679740919796,3.4625679740919795,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1178409950277035,-0.6740013981334956,Robust
P3C4+Nigericin / P3C4,Cont_P68103_K330_M1_32,Cont_P68103;P68104,Trimethyl (K),-1.6635947172359078,1.6635947172359078,0.03728058412247136,0.5110268949463441,5,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,216.8049148398413,3.168049148398413,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7772122419338353,Robust
P3C4+Nigericin / P3C4,P68104_K330_M1_32,Cont_P68103;P68104,Trimethyl (K),-1.6635947172359078,1.6635947172359078,0.03728058412247136,0.5110268949463441,5,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,216.8049148398413,3.168049148398413,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.8863824753020725,-0.7772122419338353,Robust
P3C4+Nigericin / P3C4,Q96C90_Y121_M1_31,Q96C90,Sulfo (STY),-5.897144060701667,5.897144060701667,0.03733566531114326,0.5111239647375955,5,Q96C90,PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,PP14B_HUMAN,8,5859.601914856108,59.59601914856108,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.574874544997792,-4.322269515703875,Robust
LPS+Nigericin / LPS,Q9BUF5_K122_M1_0,Q9BUF5,Acetyl (K),0.514845684253479,0.514845684253479,0.0373665579583854,0.5112559989865699,6,Q9BUF5,TUBB6,Tubulin beta-6 chain,TBB6_HUMAN,28,-30.013221088043128,0.6998677891195687,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.23986397580548025,0.7547096600589592,Robust
P3C4+Nigericin / P3C4,Q09666_S2926_M1_31,Q09666,Sulfo (STY),-2.2585922639928895,2.2585922639928895,0.03741972446061215,0.5112574862116999,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,378.5243251257068,4.785243251257068,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.9867293298478134,-1.271862934145076,Robust
LPS+Nigericin / Unstim,Cont_P60712_K326_M2_22,Cont_P60712;P60709,Methyl (KR),0.525945292139437,0.525945292139437,0.03753748077032455,0.5113996666776021,5,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-30.549609661254173,0.6945039033874583,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.22614228305780676,0.7520875751972438,Robust
LPS+Nigericin / Unstim,P60709_K326_M2_22,Cont_P60712;P60709,Methyl (KR),0.525945292139437,0.525945292139437,0.03753748077032455,0.5113996666776021,5,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-30.549609661254173,0.6945039033874583,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.22614228305780676,0.7520875751972438,Robust
P3C4 / Unstim,Q14683_C619_M2_24,Q14683,Nitrosyl,-2.5226030006970337,2.5226030006970337,0.03748220869396947,0.5113996666776021,6,Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,SMC1A_HUMAN,92,474.61792610346254,5.746179261034626,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.5758413760791451,-1.9467616246178885,Robust
LPS+Nigericin / Unstim,P50897_C45_M2_24,P50897,Nitrosyl,4.016952160860534,4.016952160860534,0.03753544232495676,0.5113996666776021,5,P50897,PPT1,Palmitoyl-protein thioesterase 1,PPT1_HUMAN,22,-93.82300985521238,0.06176990144787636,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.3280469546277365,5.34499911548827,Robust
P3C4 / Unstim,Cont_P68103_C411_M2_23,Cont_P68103;P68104,Myristoyl,-1.7222284012680948,1.7222284012680948,0.03802178071120713,0.5114795880872468,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,229.9456508844324,3.2994565088443237,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1105137506098942,-1.832742151877989,Robust
P3C4 / Unstim,P68104_C411_M2_23,Cont_P68103;P68104,Myristoyl,-1.7222284012680948,1.7222284012680948,0.03802178071120713,0.5114795880872468,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,229.9456508844324,3.2994565088443237,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.1105137506098942,-1.832742151877989,Robust
LPS / Unstim,P00505_K73_M1_32,P00505,Trimethyl (K),6.00925463832091,6.00925463832091,0.03804631393974728,0.5114795880872468,6,P00505,GOT2,"Aspartate aminotransferase, mitochondrial",AATM_HUMAN,38,-98.44749108653834,0.01552508913461653,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.5005065668574687,6.509761205178379,Robust
LPS+Nigericin / LPS,P07203_K166_M1_18,P07203,Hex (K),-0.7234613251617773,0.7234613251617773,0.03761108687094755,0.5114795880872468,6,P07203,GPX1,Glutathione peroxidase 1,GPX1_HUMAN,25,65.1138711028908,1.651138711028908,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.04015191544090155,-0.6833094097208757,Robust
LPS+Nigericin / LPS,P15153_T108_M2_31,P15153,Sulfo (STY),3.5004654433985043,3.5004654433985043,0.03762534063453236,0.5114795880872468,6,P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,RAC2_HUMAN,13,-91.16401636698691,0.08835983633013088,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.3309183261919638,3.1695471172065406,Robust
LPS+Nigericin / LPS,P15153_S107_M2_31,P15153,Sulfo (STY),3.5004654433985043,3.5004654433985043,0.03762534063453236,0.5114795880872468,6,P15153,RAC2,Ras-related C3 botulinum toxin substrate 2,RAC2_HUMAN,13,-91.16401636698691,0.08835983633013088,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.3309183261919638,3.1695471172065406,Robust
LPS / Unstim,P17535_S100_M1_28,P17535,Phospho (STY),0.9002513897893585,0.9002513897893585,0.03780603240163998,0.5114795880872468,6,P17535,JUND,Transcription factor JunD,JUND_HUMAN,15,-46.420663892595414,0.5357933610740458,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.31861874910173793,1.2188701388910963,Robust
P3C4+Nigericin / Unstim,P40123_K275_M1_23,P40123,Myristoyl,-0.7559589413641887,0.7559589413641887,0.03774852779716158,0.5114795880872468,6,P40123,CAP2,Adenylyl cyclase-associated protein 2,CAP2_HUMAN,6,68.87537127773552,1.6887537127773553,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.7855545971248816,1.029595655760693,Robust
P3C4+Nigericin / Unstim,P40123_T274_M1_28,P40123,Phospho (STY),-0.7544059364612414,0.7544059364612414,0.0377268688514881,0.5114795880872468,6,P40123,CAP2,Adenylyl cyclase-associated protein 2,CAP2_HUMAN,6,68.69368134038992,1.6869368134038991,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.7855545971248816,1.0311486606636402,Robust
LPS+Nigericin / LPS,P50991_K319_M1_22,P50991,Methyl (KR),-1.680537526680609,1.680537526680609,0.03800018625195011,0.5114795880872468,6,P50991,CCT4,T-complex protein 1 subunit delta,TCPD_HUMAN,46,220.5473599606463,3.205473599606463,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.1918779305404995,-1.4886595961401095,Robust
P3C4+Nigericin / Unstim,P60660_T76_M1_19,P60660,HexNAc (ST),1.0616104496862375,1.0616104496862375,0.03762292942807262,0.5114795880872468,6,P60660,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,25,-52.09030446516285,0.47909695534837154,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,0.14983128703748255,0.911779162648755,Robust
P3C4+Nigericin / Unstim,P98179_R65_M1_22,P98179,Methyl (KR),-4.100866333464935,4.100866333464935,0.03786014438662517,0.5114795880872468,6,P98179,RBM3,RNA-binding protein 3,RBM3_HUMAN,14,1615.867603411919,17.15867603411919,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.9446964857502376,-2.156169847714697,Robust
LPS+Nigericin / Unstim,Q09666_S5448_M1_31,Q09666,Sulfo (STY),-2.6978131827600267,2.6978131827600267,0.03770005934304987,0.5114795880872468,6,Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,AHNK_HUMAN,760,548.8177024215009,6.48817702421501,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6286103582637066,-2.06920282449632,Robust
P3C4 / Unstim,Q13523_K99_M1_22,Q13523,Methyl (KR),-2.4532570669598415,2.4532570669598415,0.03769007413223142,0.5114795880872468,6,Q13523,PRPF4B,Serine/threonine-protein kinase PRP4 homolog,PRP4B_HUMAN,35,447.6510998851053,5.476510998851053,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.4588229079720184,-1.994434158987823,Robust
LPS+Nigericin / Unstim,Q01518_R330_M1_13,Q01518,Dimethyl (KR),-1.62254683830421,1.62254683830421,0.03782469602657166,0.5114795880872468,4,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,207.9181350295451,3.0791813502954515,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.8951742816774941,-0.727372556626716,Robust
LPS+Nigericin / LPS,Q96B02_K28_M1_13,Q96B02,Dimethyl (KR),1.884749473814425,1.884749473814425,0.03806220794039385,0.5114800765863512,6,Q96B02,UBE2W,Ubiquitin-conjugating enzyme E2 W,UBE2W_HUMAN,2,-72.92092194706892,0.27079078052931077,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.33404578058836154,2.2187952544027865,Robust
